datetime,tempmax,tempmin,feelslikemax,feelslikemin,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarenergy
2.3.2019,7,3.1,6.6,1.6,2.2,86.06,0.55,8.1,337.8,1016.5,0.2,7.3,1.3
3.3.2019,13.6,2.6,13.6,2.6,3.6,77.4,0.11,21.9,287.6,1015.5,0.1,13.9,2.5
4.3.2019,16.6,5.3,16.6,4,1.9,59.15,0.01,33,180.8,1004.4,50.2,20.9,4.3
5.3.2019,11,5.1,11,1.9,-1.3,50.25,0,29.4,273,1009.4,18.4,41.1,0.7
6.3.2019,13.4,3,13.4,-0.4,1.5,66.22,0.1,22,143.9,1015.2,17.2,32.6,3.0
7.3.2019,18.1,6.2,18.1,4.4,3.1,60.35,0.1,32.5,143.4,1006.1,37,24.4,1.3
8.3.2019,12.6,8,12.6,6,2.2,57.81,0.11,18.2,314.9,1015.2,10.8,23.6,2.2
9.3.2019,12.9,5.1,12.9,4.4,2.2,64.32,0.1,25.6,299.5,1017.6,0.1,14.1,1
10.3.2019,13.1,5.1,13.1,3.6,4.4,75.85,6.84,36.9,221.9,1010.9,0.1,15.9,0.7
11.3.2019,10.1,3,10.1,-1.1,-2.7,54.52,2.6,30.2,273.6,1014.6,46,37.8,5.5
12.3.2019,9,1.1,7.2,-3,-2.1,66.41,0.07,15.1,287.3,1021.2,25.3,26.2,4.4
13.3.2019,9,2,7.2,-1.1,-0.7,72.34,0.49,21.9,127.5,1013.8,42.5,23.4,1.0
14.3.2019,10.6,1.4,10.6,-1,-0.5,62.93,0,25.3,261.7,1009.1,34.4,36.4,0.3
15.3.2019,10.9,5,10.9,2,2.8,74.81,3.99,22.2,293.1,1006.3,3,19.6,0.4
16.3.2019,11.1,5,11.1,1.7,5.2,88.53,17.81,31.4,333.7,1010.6,1.4,11.4,0.6
17.3.2019,18.6,3.4,18.6,1.2,6,80.69,0,21.8,120.4,1007.8,0,19.1,1
18.3.2019,10,4.1,6.8,1.8,0.6,66.03,0.01,33.3,285.8,1015.9,55.2,40.3,3.3
19.3.2019,9,3,7.8,-1,-2.3,58.97,0,18.4,339.4,1025.7,37.5,33.1,1.4
20.3.2019,9,3,7.3,-0.6,-4.4,49.47,0,18.2,329.7,1033.5,18,34,1.3
21.3.2019,14,3,14,1.7,-3.5,43.52,0,14.5,278.4,1035,14.7,21.1,2.10
22.3.2019,18.5,6.5,18.5,6.3,0.5,45.49,0,10.9,246.4,1031.3,12.8,19.7,2.9
23.3.2019,19.4,7.5,19.4,7.5,5.4,60.74,0,10.7,306.4,1026.9,1.2,16.8,0.3
24.3.2019,20.1,9.6,20.1,9.6,5.7,56.43,0,14.6,295,1020.6,0,19.1,1.2
25.3.2019,12,4.1,12,1.3,1.5,65.27,0.02,25.8,328.8,1015.4,48.8,19.8,3.10
26.3.2019,10,2.2,7.9,-1.2,-2.3,56.6,0,18.7,330.8,1023.5,26,28,3.4
27.3.2019,10.5,4.5,10.5,1.8,-2.1,54.99,0,14.9,335.7,1028.8,37.2,31.6,0.3
28.3.2019,12.7,4.5,12.7,1.7,2.6,67.88,0,18.4,329.5,1031.4,37.5,20,0.8
29.3.2019,13.6,5,13.6,5,1.8,58.07,0,11,281.1,1031.5,0.9,18.6,0.3
30.3.2019,17.9,6.6,17.9,6.6,1.2,47.97,0,7.3,106.6,1024.8,0,19.2,2.1
31.3.2019,20,6.6,20,6.6,1.5,44.05,0,14.7,280.3,1018.9,0,19.2,0.6
1.4.2019,17.5,4.8,17.5,4.8,1.8,52.77,0,14.6,173.7,1019.9,8.4,20.3,1.3
2.4.2019,18,4.1,18,3.8,-1.9,40.52,0,18.5,36,1017.1,11.6,24.4,12
3.4.2019,16,7.1,16,4.9,0.2,45.88,0.02,22.4,61.4,1009.7,49.8,18.8,0.4
4.4.2019,17.6,7.1,17.6,5,4.2,56.37,0,18.8,37.1,1004.6,13.6,19.5,0.0
5.4.2019,16.1,8.1,16.1,6.2,4.4,64.14,2.96,18.7,21,1005.2,6.5,16,2.8
6.4.2019,14.4,7,14.4,5.6,5.8,78.17,1.11,11.2,5.7,1007.5,0.1,11.3,1.13
7.4.2019,18,6.1,18,4.5,6.5,74.86,0,14.9,9,1006.6,0.1,11,1.11
8.4.2019,21,10.5,21,10.5,5.9,56.26,0,18.7,199.9,1006.1,30.3,21.6,3.13
9.4.2019,20.4,9.6,20.4,6.4,4.4,52.98,0,25.2,301,1006.4,6.7,17.1,3.10
10.4.2019,13.1,7.2,13.1,5.6,5.9,80.73,9.11,21.6,185.3,1008.6,30.9,10.8,1.7
11.4.2019,8,4.1,5.5,-0.3,1.1,71.02,0.63,22.1,325.8,1013.4,34.8,13.3,0.4
12.4.2019,9.5,3.1,7.4,-2,-1.4,60.11,0,25.5,324.5,1017.2,18.5,17.1,0.3
13.4.2019,6.4,2.5,3.1,-1.9,0.7,79.34,0.11,25.3,322.8,1018.3,0.2,5,0.7
14.4.2019,12.4,2.6,12.4,-1.7,4,82.25,0.5,18.1,293.1,1017.4,0.2,7.1,2.0
15.4.2019,16.5,5.7,16.5,5.7,-0.9,47.06,0.68,18.1,215,1020.9,8,22,1.1
16.4.2019,16.6,3.9,16.6,1.2,-3.6,38.71,0,11.2,58.3,1021.1,0,24.5,1.7
17.4.2019,17.7,6.4,17.7,3.1,-0.8,42.88,0,18.2,224.6,1022.3,10,21.1,1.5
18.4.2019,19.4,7.2,19.4,7.2,3.1,50.15,0,10.9,46.9,1027.5,2.4,21.3,3.6
19.4.2019,22.6,10.5,22.6,10.5,2.2,40.1,0,14.3,225.3,1028.9,0,16.5,1.1
20.4.2019,21.5,10.5,21.5,10.5,-2.9,27.09,0,14.3,300.8,1027.8,0,13.1,3.10
21.4.2019,21.5,11.9,21.5,11.9,-2,28.8,0,14.2,156.8,1021.3,0,18.8,3.4
22.4.2019,21,11,21,11,2.1,42.62,0,22,18.2,1013.9,0,19.1,1.0
23.4.2019,11.5,8.5,11.5,5.4,6.9,84.19,3.05,22.2,50.8,1013.4,34,11.3,0.6
24.4.2019,21.1,8.6,21.1,6.5,8.8,70.13,0.11,22,79.7,1013,26.8,13.2,2.4
25.4.2019,25.6,12.6,25.6,12.6,9,55.27,0,15.1,81,1012.9,12.8,22.2,4.0
26.4.2019,26,11.5,26,11.5,8.3,50.31,0,29.2,177.2,1010.5,25.1,20,1.15
27.4.2019,15,9,15,5.7,4.8,62.54,0.19,29.1,308.9,1013.9,0.1,19.2,1.11
28.4.2019,15.4,8.6,15.4,6.2,2.2,55.22,0.29,29.1,310.5,1015.5,0,19.2,2.3
29.4.2019,9.5,7,9.5,3.8,6.5,90.35,1.01,22.2,306.6,1014.5,39.7,7,4.5
30.4.2019,12.9,6.6,12.9,2.9,7.8,90.98,3.15,25.4,298.1,1011.1,33.7,10.3,3.11
1.5.2019,18.6,7.1,18.6,4.9,5,62.58,0.21,18.7,305.6,1011,0.1,18.7,3.5
2.5.2019,21.9,11.5,21.9,11.5,5.3,51.07,0,18.3,286,1008.2,19.1,21.4,4.8
3.5.2019,15.5,10.1,15.5,10.1,7.9,75.18,2.62,22.1,305.2,1007.2,0.2,13,4.4
4.5.2019,13.4,8.5,13.4,5.3,7.9,84.04,0.22,21.8,82.8,1006.7,0.2,13.4,4.3
5.5.2019,7.6,2.6,4,-2.9,3.3,93.46,21.12,29.6,317.5,1008.7,0.2,4.5,1.7
6.5.2019,10,3.5,10,-1.1,0.9,69.34,1.02,25.8,322.9,1013.2,34.4,21.4,3.6
7.5.2019,12.5,3.5,12.5,-0.1,-1.3,52.01,0,14.8,328.5,1018.1,19.2,28.4,4.7
8.5.2019,17.5,5.1,17.5,3.4,2.5,54.74,0,18.7,20.6,1013.4,0.1,19.2,3.12
9.5.2019,14,9.1,14,8.6,8.1,84.54,8.36,15.1,134.3,1004.6,35,16.8,3.5
10.5.2019,17.9,8.6,17.9,8.6,7.8,70.05,0.54,18.5,303.1,1009.3,19.2,27.5,2.0
11.5.2019,20.5,10.5,20.5,10.5,8.4,67.88,0.08,25.4,119,1012.7,0.1,18.4,1.5
12.5.2019,13,8.1,13,4.1,8.9,93.38,14.7,29.5,304.3,1019.1,0.2,4.5,4.3
13.5.2019,11.9,6.6,11.9,2.5,3.2,69.36,0.33,33,330.2,1026.9,0.2,18.7,1.6
14.5.2019,8.4,5.5,5.6,1.6,2.2,75.97,2.03,22.5,328.8,1024.1,34.4,17,4.3
15.5.2019,7.6,5.5,4.3,1.6,5.4,93.34,8.97,22.3,308,1016.4,0.2,1.3,4.1
16.5.2019,12,5.5,12,2,7.2,94.22,2.55,18.5,216.6,1014.6,35.3,8.1,1
17.5.2019,13.5,6.5,13.5,6.5,7.7,84.67,0,11.5,40.8,1012.8,22.8,14.1,2.9
18.5.2019,20.4,7.6,20.4,6.2,9.2,74.71,0,11.4,11.8,1010.1,0.1,15.3,2.9
19.5.2019,20.5,12.5,20.5,12.5,11.2,72.95,0,11.3,23.7,1005.5,0.1,19,1.6
20.5.2019,19.5,12.1,19.5,12.1,12.2,84,9.78,18.4,66.2,1003.3,28.1,15.6,2
21.5.2019,18.4,9,18.4,8,9.9,80.48,0.2,21.6,118.5,1005.8,24.9,20,6.6
22.5.2019,13.6,12,13.6,12,11.7,94.1,25.89,29.2,263.9,1009.6,36.1,8.8,7.1
23.5.2019,14.4,10.6,14.4,10.6,8.9,82.95,7.16,25.9,294.8,1015.3,30.1,23.2,4.6
24.5.2019,20.9,11,20.9,11,6.9,56.68,0,18.2,338.6,1014,4,30.3,4.7
25.5.2019,24.4,12.6,24.4,12.6,8.5,53.36,0,11,328.7,1013.2,0,19.2,1.8
26.5.2019,24.9,15.5,24.9,15.5,11.8,61.02,0.39,11,307.2,1013.9,0.1,18.2,2.8
27.5.2019,20.5,14.6,20.5,14.6,13.9,81.22,4.05,11.3,31.8,1011.2,38,11.8,5.2
28.5.2019,16.5,14.1,16.5,14.1,14.9,99.27,14.16,11.6,112.3,1005.5,19.3,2.4,9.2
29.5.2019,14,11.1,14,11.1,10.4,86.46,0.03,25.8,321.1,1012.7,34.1,14.6,8.8
30.5.2019,10.6,9,10.6,6,8.8,93,30.19,22.3,331.6,1022,36.1,12.6,1.8
31.5.2019,22,10.1,22,10.1,8.4,63.98,0.29,18.3,326.9,1023.1,0.1,19.2,7.7
1.6.2019,25.9,16,25.9,16,11,54.64,0,18.4,339.2,1020.2,0.1,19.2,9.7
2.6.2019,26.6,17.5,26.6,17.5,13.4,58.92,0.05,11,182.9,1017.9,0,19.2,9.8
3.6.2019,28.1,16.2,27.3,16.2,11.6,53.52,0,10.9,69.5,1015.8,4,31.8,9.5
4.6.2019,27.1,17.6,27.4,17.6,14.3,59.6,0,7.5,73.8,1012.6,10,31.3,10.0
5.6.2019,28.1,18,28,18,15,65.5,0,15,19.6,1009.6,3.2,21.3,3.7
6.6.2019,23.5,15.6,23.5,15.6,16.5,84.67,0,15.2,33.4,1010.7,34,11.8,6.7
7.6.2019,26.1,15.6,26.1,15.6,16.5,78.85,0.92,18.2,94.2,1013.7,0.1,12,7.5
8.6.2019,23.9,16.1,23.9,16.1,11.8,60.43,0.1,25.8,226.4,1018.6,0,19.2,8.1
9.6.2019,27.9,16.6,28.7,16.6,12.2,51.95,0,17.8,123.8,1021.8,0,19.2,1.7
10.6.2019,29.6,18.5,29.9,18.5,17.1,65.42,0,11.8,36.7,1015.3,10.4,21.3,6.0
11.6.2019,31.1,19.7,31.9,19.7,17.6,63.2,0,14.9,44.8,1011.7,5.6,22.1,10
12.6.2019,30.1,19.6,30.9,19.6,17.3,62.88,0,15.2,11.5,1011.3,8,19.5,12.4
13.6.2019,31.5,20.5,32.8,20.5,18,63.16,0,11.3,18.9,1011.7,9.2,21.6,7.4
14.6.2019,32,19.1,32.2,19.1,16.7,59.88,0,14.6,125.6,1015.6,3.2,18.6,6
15.6.2019,32,20.2,33.9,20.2,18.4,63.22,0,11.6,36.3,1013,0,19.2,10.5
16.6.2019,25.9,19.1,25.9,19.1,16.5,68.28,0,22.2,300.4,1014.3,0.2,19.2,6.4
17.6.2019,25.6,16.6,25.6,16.6,14.8,67,0,21.9,221.5,1018,25.6,23.8,12
18.6.2019,28.5,17.6,28.2,17.6,13,54.57,0,11.1,6.3,1016.1,22.4,32,12.5
19.6.2019,28.5,19,29.6,19,17.3,71.36,0.02,11.2,35.2,1012.4,20,18.3,10.0
20.6.2019,28.5,17.6,29.1,17.6,16.9,73.7,0.01,14.4,92.5,1011.6,30.4,17.2,8.2
21.6.2019,28.4,17.1,28.1,17.1,14.5,63.51,0.21,25.4,302.6,1015,7.3,22.9,3.5
22.6.2019,27.1,18.1,27.7,18.1,15.9,70.96,0.49,15,62.2,1016.6,0.4,18.9,10.8
23.6.2019,23.4,17.6,23.4,17.6,18,88.42,1.57,14.7,74.1,1015.8,0.4,16,5.7
24.6.2019,29.4,17.6,29.7,17.6,15.8,63.57,0.6,11.2,225.4,1019.4,17.2,31.2,12.13
25.6.2019,31.4,20.1,33.4,20.1,17.8,62.35,0,11.2,38.5,1022.6,6.8,21.9,12.11
26.6.2019,33.9,21.2,35.3,21.2,19.1,62.26,0,14.6,92.2,1022.2,6.8,20.6,10.8
27.6.2019,32.5,23.4,34.7,23.4,15.1,49.64,0,18.5,329.6,1017.2,0,19.5,14
28.6.2019,25.9,17.9,25.9,17.9,8.4,42.26,0,15.1,286.1,1019.9,9.6,31,15.1
29.6.2019,28.1,16.9,27.4,16.9,9.2,42.79,0,7.9,179.5,1021,0,19.2,15.5
30.6.2019,32.6,18.1,31.6,18.1,12.3,46.32,0,15.2,79.5,1018.2,0,19.2,15.2
1.7.2019,35.1,18.6,36.3,18.6,16.4,60.56,0.01,25.4,100.6,1014.9,0.4,19.2,9.8
2.7.2019,26.1,20.5,26.1,20.5,15.9,67.44,3.95,18.2,313.3,1015.7,0.4,19.3,2
3.7.2019,25.9,15.2,25.9,15.2,9.2,48,0,14.3,263,1018.4,0.2,19.9,10.2
4.7.2019,26.5,14.5,26.5,14.5,6.9,40.06,0,11,248.5,1019.9,8.8,35,11.6
5.7.2019,28.5,16.2,27.4,16.2,8.5,42.75,0,18.3,256,1014.9,0,19.2,14.5
6.7.2019,33,19,31.1,19,9.1,37.13,0,21.8,284.5,1010.4,0.2,20.1,12.5
7.7.2019,28.5,18,28,18,13.1,53.59,0.12,25.8,290.8,1007.6,0.1,19.2,15.10
8.7.2019,23.6,13.6,23.6,13.6,7,47.97,0.4,14.9,319.4,1013.9,11.5,27.2,15.4
9.7.2019,23,14.8,23,14.8,4.3,39.97,0,17.8,261.5,1015,21.7,36.3,15
10.7.2019,22,11.7,22,11.7,5.1,47.07,0,15.2,321.5,1015.9,23.2,45,15.0
11.7.2019,25,15.1,25,15.1,6,41.81,0,17.6,310.9,1013.1,14.1,38.3,14
12.7.2019,21.5,15.7,21.5,15.7,13.2,75.65,6.82,14.7,271.5,1012.1,0.3,17.6,14.8
13.7.2019,19,14.1,19,14.1,14,87.36,3.97,15,310.2,1010.8,0.4,12,16.0
14.7.2019,23.4,14.6,23.4,14.6,13.5,77.73,0.16,18.1,329.8,1012.2,1.1,14.9,15.3
15.7.2019,24.9,14.5,24.9,14.5,9.8,56.63,0,18.2,335.6,1013.3,12.8,31.2,14.4
16.7.2019,26.5,16.9,26.5,16.9,10.5,51.99,0,14.8,302.6,1012.9,18.8,28.9,21.4
17.7.2019,26.5,13.1,26.5,13.1,10,54.14,0,14.6,290.8,1012.9,14.4,28.5,22.1
18.7.2019,27.4,16.5,26.7,16.5,11.2,52.9,0.05,10.9,220.8,1012.1,10.9,23.2,20.3
19.7.2019,31,15.6,29.6,15.6,12.9,57.86,0.96,11.1,188.7,1014.7,19.2,20.1,17.5
20.7.2019,33.4,18.1,31.9,18.1,13.8,52.29,0,14.2,61.5,1015.3,0.1,18.1,21.6
21.7.2019,27.1,19.7,27.5,19.7,15.4,61.7,0,25.9,265,1018,0.3,19.4,11.5
22.7.2019,29.5,16.6,28.6,16.6,13.7,55.42,0,14.9,316,1021.6,26.8,30,20.5
23.7.2019,32,21.6,31.3,21.6,13.4,46.72,0,15.7,263,1019,12.9,29.2,20.3
24.7.2019,32,20,30.7,20,14.1,51.18,0,11,174.4,1017.3,3.6,30.8,22.9
25.7.2019,34,20.6,33.2,20.6,13.1,43.35,0,10.5,65.2,1016.4,3.6,31.5,22.8
26.7.2019,35.4,20.5,34.3,20.5,14.6,46.78,0,14.3,84.4,1009.5,0,18.8,21.3
27.7.2019,23.5,17.2,23.5,17.2,16.9,84.3,25.83,22.2,20,1005.1,0.2,16.4,8.1
28.7.2019,27.1,17.6,28.3,17.6,18.3,82.24,0.78,14.9,15.5,1001.6,0.2,10.8,13
29.7.2019,28,19.1,29.2,19.1,17.6,76.59,0.33,21.8,172.8,1005.6,32.6,20.9,11.5
30.7.2019,28.4,19.1,30,19.1,18.1,75.48,0.07,25.3,287.7,1009.1,19.2,14.4,14.8
31.7.2019,29.6,19.1,30.3,19.1,17.5,68.2,0.01,22.1,309.7,1012,22,20.9,16.4
1.8.2019,28.4,17.1,27.8,17.1,14.8,67.5,1.94,22.8,320.8,1015.1,10.7,22.3,21.5
2.8.2019,24.1,18.6,24.1,18.6,14.1,62.87,0.04,11.1,212.2,1012.3,19.1,24,7.2
3.8.2019,23.5,15.5,23.5,15.5,13.5,74.05,0.31,18.6,308.7,1011.6,0.1,18.1,13.1
4.8.2019,26,14.1,26,14.1,11.2,61.78,0,21.4,318.2,1015,8,22.3,21.2
5.8.2019,30,17,28.7,17,11.2,48.08,0,14.2,297.1,1013.8,13.8,24.1,19.3
6.8.2019,28.5,20.1,28.3,20.1,13.8,54.75,0.2,14.8,242.5,1012.4,31.7,20.3,11
7.8.2019,30.1,18,29.5,18,16,61.8,0.03,26,139.4,1009,25.5,18.2,13.1
8.8.2019,27,17,27.2,17,15.6,72.67,6.92,14.9,293,1012.6,19.7,24.6,16.1
9.8.2019,30.9,17.2,30,17.2,14.4,56.7,0,11.3,248.3,1013.8,2.4,25.7,20
10.8.2019,33.5,19.5,35.7,19.5,18.8,70.22,0.43,29.2,76.3,1013.3,0.1,15.1,18.5
11.8.2019,29.1,18.6,28.5,18.6,14,58.23,0,25,183.3,1017.1,0,10.4,16.7
12.8.2019,32,19.1,32.5,19.1,16.5,62.89,0.11,28.9,203,1012.6,6.1,26.5,17.9
13.8.2019,24.4,16.1,24.4,16.1,14.5,73.87,2.38,25.9,310.4,1015.3,30.1,28.6,11.1
14.8.2019,23.5,14.1,23.5,14.1,11.1,66.38,4.19,22,297.9,1016,27.2,32.7,13.6
15.8.2019,25.9,14.1,25.9,14.1,8.8,51.43,0,10.8,104,1016,5.7,32.4,19.3
16.8.2019,23.9,17,23.9,17,12.1,63.62,0.03,21.8,298.3,1016.2,0.2,19.2,11.9
17.8.2019,27.9,14.1,27.1,14.1,11.6,58.61,0,10.9,157.3,1015.7,0,18.5,14.4
18.8.2019,32.9,17.7,31.9,17.7,14.9,59.14,0,14.9,138.9,1012.7,0,17.7,20.7
19.8.2019,31,17.7,30.6,17.7,15.8,60.85,0,15,205.2,1014.7,5.6,29.5,18.3
20.8.2019,31.4,21.1,31.9,21.1,16.2,55.74,0.01,18.2,196.1,1017.5,22.4,29.2,15.3
21.8.2019,24.5,15.6,24.5,15.6,13.5,70.15,0.1,33.2,305.8,1023.3,32.5,35.8,7.3
22.8.2019,25.4,14.1,25.4,14.1,13.7,71.98,0.01,21.9,132.6,1024.4,30.1,19.1,12
23.8.2019,28,17.6,28,17.6,15.4,66.58,0,10.8,261.6,1023.8,12.9,20.8,14.2
24.8.2019,31.4,20,31.3,20,16,58.87,0.01,25,17.5,1020.9,0.1,19.2,16.7
25.8.2019,26,17.6,26,17.6,17.6,80.44,24.9,14.5,78.8,1020.4,0.2,16.1,9.9
26.8.2019,25.5,19.1,25.5,19.1,17.8,78.51,0.79,10.9,10.4,1020,30,19.4,7.2
27.8.2019,29.9,19.1,31.1,19.1,18.4,74.8,0,11.1,20,1019,12,19.2,16.5
28.8.2019,30.2,19.5,31.2,19.5,18.3,69.21,0,11,9.6,1017.7,18.2,16.1,15
29.8.2019,32,20.6,32.3,20.6,16.9,59.8,0.01,21.8,128.3,1017.1,0.1,16.1,16.3
30.8.2019,29.5,20,29.8,20,16.2,60.87,0.08,21.8,301.9,1019.9,13.2,22.5,16.1
31.8.2019,31.4,19.6,31.9,19.6,16,58.52,0,7.6,35.7,1017.4,0,19.2,16.6
1.9.2019,31.1,20.5,31.5,20.5,15.4,56.13,0,14.5,89.9,1012.1,0.1,19.2,14.9
2.9.2019,24,14.1,24,14.1,15.4,81.95,1.27,19,312.9,1016.1,0.2,11.6,4.4
3.9.2019,22,11.5,22,11.5,8.7,65.88,1.01,15,319.4,1022.7,13.2,32.4,18.5
4.9.2019,24,13.1,24,13.1,7.3,49.35,0,10.8,71.8,1020.2,3.2,34.8,17.4
5.9.2019,27,12.6,26.5,12.6,10.2,56.88,0,14.3,122.5,1015,1.6,24.1,17
6.9.2019,22.5,15.6,22.5,15.6,11.6,68.06,2.04,21.7,289.7,1019.7,30.8,27.1,8.4
7.9.2019,17.1,13.1,17.1,13.1,14.1,93.89,9.37,18.2,137.7,1017.1,0.2,11.4,2.4
8.9.2019,18,12.1,18,12.1,13,89.5,18.27,18.3,167.2,1016.3,0.2,7.5,8
9.9.2019,17.1,11.5,17.1,11.5,11.7,86.32,19.72,21.8,200.5,1012,10.9,15.3,8.8
10.9.2019,20,10,20,10,10,74.01,0,11.4,108.8,1019.1,27.2,35.2,21.3
11.9.2019,23.5,12.5,23.5,12.5,10.3,65.59,0,11,33,1023.1,5.6,36.6,17.3
12.9.2019,23.5,14.9,23.5,14.9,11.5,63.76,0,18.2,315,1028.2,5.2,27.3,16.7
13.9.2019,24.9,16.9,24.9,16.9,12.3,60.07,0,18,324.7,1029.2,6,28.2,13.8
14.9.2019,21,14.1,21,14.1,10.6,63.28,0,21.5,286.1,1030,0.1,19.2,16
15.9.2019,24,10.6,24,10.6,8.3,57.4,0,10.6,23.3,1025.4,0,19.2,16.4
16.9.2019,26.5,14.6,26.5,14.6,12,62.35,0,11.2,312.7,1017.5,19.2,24.8,14.7
17.9.2019,19.5,14.6,19.5,14.6,11.6,72.17,0,14.7,338.7,1014.7,31.2,26.1,4.5
18.9.2019,17,9.5,17,7.3,2.1,49.46,0,15.8,314.3,1021.3,6.1,33.2,16.9
19.9.2019,16.5,9,16.5,7.3,1.6,49.51,0,14.9,314.3,1025.6,8.4,28.5,16.3
20.9.2019,16.5,7.6,16.5,5.5,2,52.12,0,14.4,325.7,1028,0,19.2,15.4
21.9.2019,19.6,7.2,19.6,6.9,3,51.54,0,11.5,38.9,1025.8,0,22.2,15.3
22.9.2019,21.1,7.1,21.1,5.6,3.6,52.04,0,15.3,10.4,1017.8,0,19.2,13.9
23.9.2019,20,11.6,20,11.6,7.1,60.42,0,11.2,25.9,1013.5,34.8,26.2,9.1
24.9.2019,21,14,21,14,11.6,74.11,0,18.1,235.6,1013,30.9,17.8,8.7
25.9.2019,20.1,12.6,20.1,12.6,11.8,75.34,0,17.9,236.1,1010.1,24.1,20.5,6.4
26.9.2019,20.4,12.5,20.4,12.5,10.3,70.73,0,14.9,303.4,1013.3,21.2,33.6,11.6
27.9.2019,22,12.6,22,12.6,11.8,72.19,0,11.4,175.9,1015.5,27.6,22.5,7.4
28.9.2019,16.6,13,16.6,13,13.3,89.03,2.01,11.3,298.1,1016.7,0.1,18.4,3.2
29.9.2019,22.4,13,22.4,13,12.3,75.42,0,15.1,222.6,1013.4,0,19,12.4
30.9.2019,22.5,14.1,22.5,14.1,9.2,62.31,0.68,36.6,295.4,1007.9,15.6,28.9,15
1.10.2019,24,10.6,24,10.6,7.9,56.64,0,18.7,185.8,1011.1,3.6,36.8,14.3
2.10.2019,19.5,11.1,19.5,11.1,12,84.98,7.38,21.9,225,1005.1,27.3,17,4.2
3.10.2019,11.9,6.1,11.9,4.5,5.3,78.05,5.37,18.6,310,1014.2,26.8,26.1,7.6
4.10.2019,15.4,7.6,15.4,5.6,5.4,70.58,0,14.5,209.5,1013.4,27.3,29.3,8.1
5.10.2019,12.5,8.1,12.5,5.7,8.6,94.12,11.19,22.2,254,1008.4,0.2,11.1,3.2
6.10.2019,12,5.6,12,3.6,3.2,72.54,0.47,25.9,226,1017.4,0.2,13.8,11.8
7.10.2019,12.9,5,12.9,3.2,1.5,66.26,0,11.1,168.8,1018.6,25.2,26.1,10.8
8.10.2019,14,2,14,-1.1,2.9,72.8,0,12,158.1,1019.1,26.3,17.1,9.7
9.10.2019,16.1,9.1,16.1,8.5,7.4,75.19,0.01,19,56.3,1013.1,33.2,18.2,5.2
10.10.2019,16.5,8.5,16.5,7.9,7.3,75.89,4.88,22.2,277.3,1016.8,27.6,39.2,7.4
11.10.2019,18.9,8.1,18.9,6.9,7.9,73.85,0,18.4,224,1022.5,0,18.5,11.1
12.10.2019,13.9,9.5,13.9,8.5,10,95.88,0,14.6,12.3,1020.7,0.1,5.2,4.2
13.10.2019,18.5,9.1,18.5,8.1,11.1,89.27,0.01,11.1,10.1,1020.8,0.2,12,10.7
14.10.2019,21.9,10.5,21.9,10.5,11.9,82.61,0.01,11.4,18.5,1019.2,2.5,14.6,11.1
15.10.2019,21.6,11.1,21.6,11.1,11.9,77.04,0,15.4,22.3,1012.8,0,16.9,10.1
16.10.2019,16.4,11,16.4,11,9.9,80.11,2.95,22,224.5,1015.3,0.1,16.8,5.9
17.10.2019,17.5,7.6,17.5,6.3,9.9,88.07,0.1,11.4,14.1,1018.5,0.1,18.4,10.6
18.10.2019,12.6,10.1,12.6,10.1,11,98.72,0.1,7.7,95.3,1016.1,12.1,2.7,2
19.10.2019,15.1,9.1,15.1,7.5,11,97.42,0.01,11.2,11.6,1014.7,0.2,7.7,3.9
20.10.2019,23,10.5,23,10.5,11.7,79.83,0,11.5,16.5,1014,0.1,17.3,9.5
21.10.2019,22,11.6,22,11.6,12.4,79.05,0,14.6,27.8,1018.1,16.8,20.5,9.7
22.10.2019,22.1,12.6,22.1,12.6,13.5,82.4,0,11.1,16.7,1022,13.3,17.2,9.3
23.10.2019,22.6,13,22.6,13,12.4,79.39,0.19,11.6,13,1019.6,6.1,14.9,9.6
24.10.2019,25.1,11.7,25.1,11.7,9.6,66.25,0,15,21.3,1014.8,6.8,12.8,9.9
25.10.2019,18.6,11.6,18.6,11.6,10.4,75.01,0,18.5,239.1,1020,6.8,10,8.8
26.10.2019,17.1,10.2,17.1,10.2,9.4,75.25,0,18,84.9,1022.5,0,16.7,8.5
27.10.2019,21.1,10.2,21.1,10.2,10.8,79.75,0,14.8,223.8,1019.4,0,18.6,8.5
28.10.2019,14.9,7.1,14.9,5.6,7.1,80.01,0.11,18.2,334.1,1019.5,30.4,16.2,2.8
29.10.2019,8.5,5.6,8.1,4.2,3.8,79.28,0.21,14.5,238,1021.4,31.6,16.2,3
30.10.2019,7.6,3.4,7.1,1.4,2.1,78.77,0.2,10.8,218.8,1027,30.8,16.1,2.8
31.10.2019,6.5,1.1,6.5,-2.3,1.1,84.94,0,11.1,11,1027,31.3,9.8,4.4
1.11.2019,9,0.1,6.7,-3.4,0.6,77.64,0,15.6,28.6,1021.2,0.2,14.5,5.7
2.11.2019,7.6,4.5,6.2,1.2,4.5,90.04,0.01,15.2,20.3,1007.1,0.2,2.2,3.3
3.11.2019,17.9,7,17.9,5.5,10.9,88.09,0.03,18.6,60.8,996.2,0.1,11.6,3.5
4.11.2019,15.6,8.7,15.6,8,8.2,77.84,0.21,25.7,240.3,996,31.2,31.5,4.9
5.11.2019,9.5,8,8.6,5.5,8.6,99.59,17.9,14.8,183.8,1000,12.2,2.7,0.7
