datetime,tempmax,tempmin,feelslikemax,feelslikemin,dew,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarenergy
2.7.2018,24,11,24,11,6.2,47.63,0,11,47.5,1016.8,5.2,34.3,4.1
3.7.2018,26.9,14.6,26.4,14.6,8.1,45.33,0,10.9,189.9,1016.1,2.4,25.7,7.8
4.7.2018,29.1,16.2,27.8,16.2,10.6,47.97,0,14.6,221.7,1014.8,10.4,24.7,14.5
5.7.2018,31.7,17.7,31.2,17.7,15.3,63.73,1.07,24.7,169.4,1011.7,0.1,18.9,7.3
6.7.2018,24.4,17.1,24.4,17.1,16,73.6,0.08,25,286.4,1012,0.2,17.4,10.2
7.7.2018,25.9,16.1,25.9,16.1,12.4,64.38,53.72,18.4,336,1016.5,0.1,14.5,5.5
8.7.2018,25.9,17.6,25.9,17.6,6.9,39.43,0,25.2,335.5,1016.7,0.1,19.2,8.7
9.7.2018,27.9,18.4,27.5,18.4,11.8,50.01,0,18.1,329.6,1015.5,4.5,24.6,5.3
10.7.2018,27.1,17.1,27.3,17.1,14,63.64,0.54,21.8,247.7,1013.7,32.9,17.6,1.6
11.7.2018,20.1,14.7,20.1,14.7,14.9,87.25,4.84,14.3,330.6,1014.4,31.6,12.8,13.8
12.7.2018,24.6,14.5,24.6,14.5,11.8,63.71,2.6,11.5,292.1,1015.7,12.7,25.8,14.2
13.7.2018,26.6,17,26.6,17,12.4,56.65,0,14.5,297.3,1016.4,7.5,22.5,13.2
14.7.2018,28.6,17.6,28,17.6,13.2,57.49,0,14.4,321.8,1016.4,0.2,13,8.2
15.7.2018,28.7,18,27.7,18,11.9,50.87,0,14.3,329.9,1014.3,0,11.1,13.0
16.7.2018,28.5,18.1,28.2,18.1,12.2,50.73,0.01,18,299.9,1011.8,22.8,28,6.7
17.7.2018,27.2,17.6,27.3,17.6,14.4,66.16,5.94,21.5,314.7,1009.1,22.4,20,15.4
18.7.2018,25.2,17.7,25.2,17.7,14.3,71.07,1.99,22.7,317.1,1010.5,24.4,21.2,16.5
19.7.2018,27.5,18.1,27.2,18.1,14.2,62.15,0,14.9,301.7,1012.7,3.2,19.7,13.6
20.7.2018,27.7,16.5,28.1,16.5,15.1,65.01,0,14.5,265,1013,10,24.7,11.6
21.7.2018,29.7,17.8,30.2,17.8,15.8,66.46,3.97,18,115.8,1010.9,0.1,17.8,12.7
22.7.2018,23,17.3,23,17.3,17.1,87.44,6.22,18.5,243.5,1010.1,0.2,9.6,16
23.7.2018,27.7,17.3,28,17.3,15.8,73.57,0.67,25.6,295.4,1011.1,25.4,13.9,10.14
24.7.2018,29.2,19.6,29.2,19.6,13.9,53.48,0,18.2,288.8,1012.2,11.2,21.7,10.10
25.7.2018,29,20.3,28.7,20.3,14.4,55.23,0,21.5,261.2,1011.5,6.1,25.7,9.6
26.7.2018,29,19,29.5,19,16.2,66.98,1.06,21.7,312.6,1012.2,20.1,24.3,16
27.7.2018,29.7,18.9,30.8,18.9,17.4,65.97,0,14.5,192.9,1011.7,3.7,20.9,16.3
28.7.2018,30.3,19.5,31.7,19.5,18.1,66.52,0.09,10.7,145.1,1009.6,0.1,19.2,9.6
29.7.2018,31.7,22.1,32,22.1,17,57.33,0,21.8,276.7,1012.1,0,19.2,14.4
30.7.2018,32.5,21.2,31.8,21.2,15.5,50.38,0,14.4,184,1013.9,6.8,25.9,1.8
31.7.2018,32.7,20.7,33,20.7,16.7,54.15,0,14.7,221.5,1014.2,4,23.5,6.3
1.8.2018,31.4,22.5,32.3,22.5,18.3,64.94,0.26,11.1,90,1015.9,14.5,19.6,8.4
2.8.2018,31.3,21.7,32.9,21.7,18.7,65.08,0.13,7.5,105.9,1017.8,12.5,20.6,6.2
3.8.2018,32.9,21.2,33.6,21.2,18.7,65.55,0.99,7.4,128.7,1017.8,10.9,19.8,8.7
4.8.2018,33,21.1,32.1,21.1,15.8,53.78,0,7.3,78.1,1016.5,0,19.2,3.7
5.8.2018,33,21.7,33.1,21.7,16.8,58.14,0.19,18.6,240.3,1015.2,0.1,19.2,5.5
6.8.2018,30.5,20,30.3,20,16,59.66,0,11,193.7,1016.6,17.7,24.3,9.5
7.8.2018,32,20.6,33,20.6,15.9,54.44,0,11.2,20.9,1015.3,15.3,23.7,16
8.8.2018,33.9,21.6,33.6,21.6,17.5,57.48,0,18.2,79.9,1013.7,0,19.2,10.1
9.8.2018,34.6,21.5,34.8,21.5,17,53.57,0,16.2,39,1015,0,14.6,15.3
10.8.2018,31,16.6,30.7,16.6,15.8,58.41,0,25.6,261.8,1018.7,0.1,17.8,18.8
11.8.2018,25.4,16,25.4,16,15.3,76.16,17.26,22.1,332.9,1020.8,0.1,12,18.7
12.8.2018,28.9,18.5,28.1,18.5,10.9,45.87,0,14.7,227.9,1018.2,0,19.2,16.7
13.8.2018,31.5,17.6,32.5,17.6,16.1,60.94,0,11.3,18.1,1010.9,3.2,24.3,17.1
14.8.2018,24.1,19.1,24.1,19.1,16.3,71.61,0.56,25.5,263.9,1010.9,25.4,21.7,16
15.8.2018,27.5,17,26.9,17,11.8,52.9,0,18.5,299.2,1016.2,15.6,32.6,16.0
16.8.2018,28.4,19,27.8,19,11.7,48.65,0,11.2,251.7,1017.1,0,19.2,12.8
17.8.2018,30.4,18.1,29.3,18.1,12.5,49.88,0,7.6,34.3,1015.1,0,19.2,17.1
18.8.2018,32,20.1,30.8,20.1,12.9,46.42,0,7.6,246.7,1017.2,0,19.2,10.8
19.8.2018,33,22.5,31.8,22.5,12.4,40.87,0,11,124.9,1018.2,0,19.2,13.6
20.8.2018,34,21.6,33.2,21.6,13,42.96,0,11.1,266.3,1015.6,16.5,23,19.7
21.8.2018,31.5,21.5,30.8,21.5,13.5,45.78,0,18,296,1016.5,0.4,19.5,10.8
22.8.2018,32.4,20.6,31.6,20.6,13.1,45.77,0,11.1,10.9,1017.4,3.6,26.6,12.8
23.8.2018,33.9,20.1,33.9,20.1,14.4,48.31,0,11.4,32.7,1013.9,18.4,24.1,7
24.8.2018,29.5,19.5,29.7,19.5,15.9,63.88,0.04,18.3,179.5,1010.6,0.1,19.2,20.3
25.8.2018,19.1,15.6,19.1,15.6,14.8,85.73,1.67,18.5,306,1011.4,0.2,10.5,19.5
26.8.2018,17.9,12,17.9,12,10.2,78.67,4.88,22.5,335,1014.1,0.2,13.4,17.2
27.8.2018,22.5,11,22.5,11,7.3,57.96,0,18.3,321,1016.6,19.7,27.5,23.0
28.8.2018,26.4,16,26.4,16,8.5,44.88,0,14.6,280.5,1018.2,6.4,31.4,7.3
29.8.2018,28,16.6,27.6,16.6,10.9,50.95,0,11.1,17.4,1017,0,19.2,3.7
30.8.2018,27.5,16.2,27.6,16.2,13.2,62.25,0,25.8,228,1016.1,24.9,22.4,7.0
31.8.2018,26,15.5,26,15.5,13.2,66.86,0.11,25.5,284,1018.2,16.6,19.5,10.7
1.9.2018,21.9,16.5,21.9,16.5,15.2,83.55,65.84,21.8,145.7,1017.9,0.2,12.7,18.7
2.9.2018,22.1,15.5,22.1,15.5,16.7,90.6,11.03,14.5,205.3,1018.7,0.2,12.4,5.2
3.9.2018,23,16.6,23,16.6,17,87.65,25.42,14.8,75.2,1014.8,27.9,16.1,17.1
4.9.2018,22.5,16.1,22.5,16.1,16.4,90.04,3.83,14.9,316.1,1012.2,32.7,9,11.1
5.9.2018,25,16.6,25,16.6,14.1,70.25,3.09,18.3,329.5,1014.4,13.3,17.6,14.7
6.9.2018,24.9,17,24.9,17,11.3,56.28,0,11.1,315,1012.6,3.6,26.6,19.2
7.9.2018,24.5,15.6,24.5,15.6,12.3,61.94,0,18.2,276.5,1011.9,6.9,20.4,6.7
8.9.2018,24.5,17,24.5,17,12.8,64.58,0,21.6,319,1018.2,0,18.2,4.3
9.9.2018,25,14.2,25,14.2,11.8,61.85,0,10.9,331.8,1021.3,0,19.2,9.7
10.9.2018,25.5,15.5,25.5,15.5,10.6,53.32,0,11.1,288.7,1022,4.4,25.5,7.4
11.9.2018,28,18.6,27.4,18.6,11.7,51.01,0,14.6,291.1,1022.4,22,22.1,22.5
12.9.2018,29.4,18.7,28.6,18.7,12.8,52.2,0,11.4,152.1,1021.5,11.2,25.6,14.23
13.9.2018,28,17.5,28.3,17.5,13.4,57.66,0,7.6,17,1016.5,24.4,24.2,14.16
14.9.2018,22.9,16.6,22.9,16.6,15.5,78,0.12,18.5,300.7,1016.5,27.8,15.6,19.4
15.9.2018,22.9,14.6,22.9,14.6,14.1,77.6,0.3,12.8,343.4,1020.1,2.9,10.2,11.6
16.9.2018,22.9,14,22.9,14,11.7,67.08,0,10.9,112.6,1024.1,15.6,20.1,17.3
17.9.2018,25.9,13.9,25.9,13.9,12.9,66.71,0,14.6,94.5,1022.4,16.8,13.3,23.8
18.9.2018,26.7,13.1,26.7,13.1,11.6,62.67,0,21.8,62.8,1019.4,3,17.2,22.3
19.9.2018,26,15.1,26,15.1,11.7,59.36,0,10.9,137.9,1020.5,26.6,22.7,20
20.9.2018,27.1,15.1,27.4,15.1,14.1,66.45,0,10.7,130.3,1020,5.1,20.3,21.1
21.9.2018,27.7,16.2,27.7,16.2,13.8,64.1,0,14.9,91.7,1014.8,1.4,19.2,21.1
22.9.2018,19.8,10.5,19.8,10.5,10.3,75.61,3.91,34.3,301.6,1019.7,1.9,24,17.6
23.9.2018,17.6,11.9,17.6,11.9,10.6,81.37,0.39,18.3,206.3,1017,1.6,20.5,18.4
24.9.2018,15,8,15,6,6.3,73.73,4.86,26.4,305.9,1021.4,40.3,37.7,15.6
25.9.2018,12.6,5.3,12.6,2.9,2.1,65.15,0,19.6,330,1034.9,18.2,39.6,21.3
26.9.2018,15.9,5,15.9,3.3,1.9,59.96,0,14,131.4,1038,14.4,39.8,22.7
27.9.2018,21.5,6.1,21.5,4.5,4.4,59.42,0,7.8,197,1030.4,6.4,22.3,20.1
28.9.2018,22.5,8.6,22.5,7.4,7.3,61.51,0,14.8,149.8,1020.5,1.2,22,17.3
29.9.2018,14.5,8.1,14.5,5.6,3.8,60.73,0,28.9,324.1,1024.8,0.1,19.2,18
30.9.2018,16,5.1,16,5.1,2.3,57.47,0,11.2,50.6,1022.3,0,19.2,23.3
1.10.2018,15.9,5.5,15.9,3.8,5.1,73.09,0,18.1,139.3,1013.1,40,17.6,19.2
2.10.2018,12,7.3,12,4.6,4.5,74.98,1.51,22.1,308.2,1018.9,28.5,20.3,22.3
3.10.2018,15.3,9.1,15.3,7.4,5.7,65.87,0.29,25.3,281.5,1020.7,39.2,35,23.3
4.10.2018,17,7.6,17,6.3,3.9,59.24,0,11.2,248,1028.2,13.2,31.4,22.6
5.10.2018,20,6.5,20,4.2,5.2,64.45,0,14.8,48.4,1026.9,6.8,20.1,22.3
6.10.2018,22.1,7.4,22.1,5.2,7.4,66.01,0,15.2,65.2,1018.8,0,19.2,22.3
7.10.2018,20.5,12.3,20.5,12.3,11.4,74.38,0,7.9,106.1,1014.3,0.1,17.8,19.0
8.10.2018,20,12.3,20,12.3,11.3,75.66,0,14.6,296.3,1020.4,15.2,17.6,21.0
9.10.2018,22,11.6,22,11.6,11.7,75.21,0,7.5,60.1,1023.6,3.2,16.1,20.7
10.10.2018,22.5,12.6,22.5,12.6,11.7,73.72,0,7.7,32.5,1024.8,3.2,14.9,19.6
11.10.2018,23.2,12.1,23.2,12.1,10,65.12,0,11.2,73.5,1023.7,2,18.9,18.2
12.10.2018,22,10.8,22,10.8,9.6,68,0,8,74.3,1026.6,2,17.7,21.1
13.10.2018,21.9,11.1,21.9,11.1,9.1,65.93,0,7.8,61.7,1027.6,0,18.8,20.0
14.10.2018,22,11.1,22,11.1,6.9,60.08,0,11.4,61.8,1023.9,0,19.1,22.4
15.10.2018,20.1,10.2,20.1,10.2,4.6,53.18,0,15.1,65.8,1022.4,6.4,20.3,21.8
16.10.2018,18.5,9.3,18.5,8.3,5.2,58.48,0,14.9,47.1,1021.8,29.1,19.6,29
17.10.2018,18.1,11.1,18.1,11.1,7.2,63.32,0,7.8,49.8,1020.8,33.5,18.4,26
18.10.2018,19.1,13.1,19.1,13.1,7.1,57.58,0.02,7.7,81.4,1019,37.1,19.1,7
19.10.2018,18,11.6,18,11.6,9,69.07,0,21.7,334.3,1020.4,3.6,12.2,16
20.10.2018,15.9,8.1,15.9,5.6,8.4,81.84,0,18,346.8,1024.6,0.1,9,17.7
21.10.2018,11.9,4.8,11.9,2.5,3.5,73.11,0,18.6,347.5,1026.1,0.4,17.1,18.4
22.10.2018,13.5,6.3,13.5,4,4.4,71.55,0,18,333.5,1026.1,27.6,15.1,22.4
23.10.2018,12.2,8.6,12.2,7.3,5.3,70.24,0,26.6,289.4,1020.7,40.8,20.7,20.7
24.10.2018,11.5,6.1,11.5,3.3,4.7,75.74,14.99,33.2,305.9,1010.9,29.4,17.4,21.4
25.10.2018,15.1,5.2,15.1,3.5,6.2,76.09,0.14,22.8,320.4,1014.7,26.9,22.4,17
26.10.2018,14.1,9,14.1,8.6,7,72.3,0,14.7,209.7,1011.8,28.4,24.4,22.6
27.10.2018,10,8,10,5.8,7.4,91.13,0.51,21.5,281.9,1007.4,0.2,12.3,5.5
28.10.2018,15,8.1,15,6.9,9.9,90.87,1.35,11.3,18.5,1006.1,0.2,11.7,17.2
29.10.2018,20,13.6,20,13.6,13.9,85.37,2.01,14.8,28.4,1004.6,32.4,23,18.1
30.10.2018,18.9,11.1,18.9,11.1,8.1,60.42,0.51,29.3,103.3,1006.3,0.1,19,9.7
31.10.2018,18.5,8.6,18.5,7.4,6.9,67.65,0,15.4,92.6,1020.3,15.2,35.8,21.7
1.11.2018,18,9.1,18,7.9,7.2,67.71,0,11.5,6.1,1020,0,19.1,21.3
2.11.2018,19,11,19,11,11.6,84.69,0.01,8,6,1021.3,23.6,16.9,7.6
3.11.2018,15,11,15,11,12.1,94.73,2.15,11,205.4,1024.3,0.2,1,15.8
4.11.2018,14.1,10.1,14.1,10.1,10.7,93.36,0,7.9,15.9,1021.2,0.2,8.1,20
5.11.2018,14.6,8,14.6,7.4,7.6,82.88,0,15,26.5,1019.6,27.7,16.2,14.8
6.11.2018,16.5,7.2,16.5,5.7,6.7,79.16,0,15,24.5,1018.9,5.6,15.4,20.1
7.11.2018,14.1,7,14.1,5.5,7.1,82.86,0,15.1,21.3,1018.2,47,13.6,21.1
8.11.2018,13.5,7.6,13.5,5.6,7.5,87.69,0,14.8,231.8,1021.3,29.7,8.4,19.5
9.11.2018,11.5,6.2,11.5,4.3,7.6,94.37,0.01,11.2,8.3,1019.9,7.7,3.6,20.7
10.11.2018,10.1,5.1,10.1,3.3,6.1,91.53,0,14.9,5.6,1016.1,0.2,3.6,20.5
11.11.2018,12.1,6.1,12.1,4.2,6.5,88.82,0,11.6,3.7,1017.7,0.2,5.3,20
12.11.2018,16,7,16,6,8.1,85.01,0.01,11.5,6.7,1022.9,40,11.8,19.1
13.11.2018,11.5,8,11.5,6.1,7.6,87.67,0,14.9,149.6,1025.7,34.4,7.9,20.4
14.11.2018,11.9,6,11.9,3.7,5,79.71,0,14.7,313,1030.8,16.8,28.1,23.5
15.11.2018,11.6,4.1,11.6,4,1.6,67.65,0,7.4,117,1030,13.8,22,20
16.11.2018,10,4.9,9.9,3.2,0.4,64.58,0,11.2,11.1,1032.3,13.6,30.3,17.6
17.11.2018,8,1.5,7.9,-0.7,-2.5,63.67,0,14.3,93.5,1032.6,0.1,19.1,6
18.11.2018,4.1,-0.4,3.5,-1.3,-3,69.6,0,14.7,136.4,1025.6,0.1,18.4,19.8
19.11.2018,3,0,2.6,-1.2,0,89.37,0.42,7.9,31.8,1017.6,67.6,7.4,17.4
20.11.2018,3.1,0.1,3.1,-2.4,0.5,91.3,3.97,15.3,14.9,1015.2,26.9,5.8,12.8
21.11.2018,5,3,5,0,3.8,96.88,0.23,11.4,29.4,1017,32.1,2.4,2.6
22.11.2018,5.1,4.1,5.1,2.2,4.5,98.03,1.95,7.6,4.3,1022.2,4.2,0.1,12
23.11.2018,5.1,4,4.1,1.3,4.2,97.46,0.03,11.9,20.6,1024.5,24.1,1,17.6
24.11.2018,5.1,4,4.6,0.5,4.1,96.95,0.23,15.4,4.9,1017.7,0.2,0.5,13.8
25.11.2018,5.6,3.6,5.6,1.8,4.3,97.58,0.41,7.9,2.8,1012.2,0.2,0.3,19.5
26.11.2018,7.1,3,7.1,-0.7,5.1,96.69,16.82,14.8,172.7,1003.2,48,4.1,20.2
27.11.2018,2.5,-2.2,-1.3,-8.2,-1.7,91.17,7.32,27.9,323.1,1013.9,34.5,7.4,19.3
28.11.2018,2.6,-3,0.2,-8.7,-4.7,76.86,0.01,22.1,284.2,1026.6,16,17.8,18.6
29.11.2018,0.1,-5.2,-2.5,-8.4,-6.4,75.83,19.12,15.3,45.8,1032.6,17.2,17.6,18
30.11.2018,-0.8,-4.7,-4.7,-10.2,-6.5,78.45,19.13,15.3,44.8,1026.4,20.8,14.4,18.2
1.12.2018,-2.5,-4.7,-2.5,-9.3,-4.7,93.26,2.15,11.3,34.2,1022.4,0.2,1.3,16.8
2.12.2018,-1,-2.9,-1.5,-6.4,-2.2,96.94,0.03,14.1,3.4,1017.9,8.2,0.7,14.5
3.12.2018,1.7,-1.2,1.7,-3.5,0.1,98.68,4.08,14.3,53.1,1012.4,0.2,0.2,10.2
4.12.2018,11.1,1.6,11.1,-1.7,4.2,91.71,9.5,15.2,271.2,1015.1,33.2,17.7,11.8
5.12.2018,5.5,0.5,3.9,-3.7,-1.1,80.04,0,14.9,266.9,1029.5,5.6,29.6,13.0
6.12.2018,1,-2.7,1,-6.7,-1.7,93.18,0.01,11.7,13.4,1026.3,28.4,6.2,11
7.12.2018,3.1,0.1,2.2,-2.2,0.8,97.2,0.2,11,151.3,1017.9,0.2,5.3,17.0
8.12.2018,7.6,1.3,5.1,-1.2,1.5,81.84,3.98,18.4,297.4,1011,0.2,14.1,15.6
9.12.2018,9.9,2.7,7.4,1.1,1.5,75.22,0,22.2,324.9,1004.1,0.1,19.2,10.4
10.12.2018,7.1,1.6,4.3,-1.7,0.3,74.45,0.22,22.7,315.5,1011.9,28.4,36.1,7.5
11.12.2018,3.5,0.1,-0.5,-4.3,0.3,90.64,2.51,24.5,299,1015.1,38.5,12.1,13.5
12.12.2018,2.1,-1.7,1.6,-3.5,-0.2,95.89,11.08,18,314.9,1019.7,39.3,13.8,3
13.12.2018,-1.2,-2.7,-1.2,-4.8,-2.6,95.51,38.24,7.4,2,1022.4,22.9,6.7,9.1
14.12.2018,-1,-2.5,-1,-4.3,-3.1,90.81,38.24,7.4,81.3,1023.5,4.2,7.3,10.4
15.12.2018,-0.2,-2.4,-1.9,-7.3,-3.3,89.15,1.41,14.9,359.1,1022.6,0.2,4.3,12.6
16.12.2018,-0.3,-2.9,-0.3,-6.4,-5,80.27,0,11.7,162.7,1020.2,0.2,11.3,15
17.12.2018,0.6,-3.4,0,-6.5,-3.6,87.27,66.93,21.8,187.9,1024.1,36.5,10.5,5.4
18.12.2018,4.5,-1.9,4.5,-3.9,0,89.59,57.36,14.4,230.7,1029.3,38.8,12.7,6.8
19.12.2018,1.4,-4.5,-1.4,-9.4,-2.6,91.93,28.69,14.1,32.1,1026.6,21.3,4.8,16.5
20.12.2018,-3.8,-6,-3.9,-10.6,-5.3,96.34,30.7,10.6,23.6,1024.1,44,1.9,15.2
21.12.2018,-0.6,-3.9,-0.6,-7.7,-2.9,97.01,0.01,11.1,68.9,1021.6,0.2,1.7,15
22.12.2018,9,-0.5,6.6,-0.5,2.7,89.85,6.11,25.8,302.3,1013.9,0.2,16.8,14.2
23.12.2018,9,5.6,6.7,1.9,4,80.22,0.02,26,321.9,1019.4,0.2,16.8,16.0
24.12.2018,5.1,1,5.1,-3.9,1,84.99,34.57,29.5,292.8,1016.7,0.2,10,9.0
25.12.2018,3,-0.2,-0.5,-5.1,-1.8,78.6,1.03,18.9,340.6,1029.2,0.2,14.6,16.3
26.12.2018,4.6,2,1.2,-2,-1.2,73.98,0,19,343.5,1028.5,0.2,18.5,17.0
27.12.2018,6.6,2.5,5,-1.6,2.1,85.6,0.01,21.5,308.1,1026.6,48.4,20.1,16.4
28.12.2018,7.9,3.1,5.4,-1.1,0.9,75.08,0.1,25.6,338.3,1024,11.3,21.1,16.5
29.12.2018,4.1,1.1,2.1,-2.5,-0.2,81.69,0,14.9,357.5,1028.5,0.2,12.7,13.3
30.12.2018,4.6,1.5,1.6,-2.5,1.2,88.4,9.79,18.8,351,1023.9,0.2,9.2,15.8
31.12.2018,5.9,0.6,3.7,-1.2,0.1,78.97,3.87,18.9,325.8,1028.8,19.7,25.5,14.6
1.1.2019,6.1,0.6,3.2,-1.2,1.3,86.29,1.05,26.1,285.9,1024,0.2,12.2,13.8
2.1.2019,4,-1.6,-0.1,-7.8,-2.4,76.46,0.23,26.3,316.5,1018,47.2,20.2,8.1
3.1.2019,-0.9,-3.7,-6.1,-9.3,-6.5,74.44,0.7,22.3,321.7,1027.3,32.6,17.6,7.7
4.1.2019,-0.7,-5.2,-1.3,-9.7,-6,79.43,2.07,21.9,338,1029.3,19.3,21.7,6.2
5.1.2019,1.6,-0.5,-1.4,-5.2,0,96.44,18.02,22.3,332.9,1018,0.2,3,11.7
6.1.2019,1.5,-0.5,-0.9,-4.8,-2.7,80.01,0.52,15.4,358.5,1022.2,0.2,16.8,7.7
7.1.2019,-0.7,-3.9,-0.7,-7.6,-7.3,69.77,0.1,11.6,122.2,1029.3,54.4,28.1,10.5
8.1.2019,2.1,-4.4,-0.4,-8.1,-4,93.63,8.05,11.6,186.8,1014.6,35.6,3.2,2.3
9.1.2019,3.1,0,-0.5,-4.2,-0.5,87.36,0.35,18.6,292.8,1004.6,61.2,18.6,13.5
10.1.2019,1.6,-1.6,-0.4,-6.2,-2.1,86.89,0.11,22.3,327.9,1014,30.9,6.1,2.7
11.1.2019,0,-2.5,-4.7,-8.2,-5.4,74.91,0.22,26.1,323.3,1020.6,24.9,14.8,14.8
12.1.2019,3.5,-1.5,0.7,-6.3,-1,83.95,3.01,18.3,344.1,1015.5,0.2,9.6,13.7
13.1.2019,6.1,2,2.6,-2.8,1,84.31,2.14,21.8,305.3,1004.8,0.2,11.4,12
14.1.2019,5.5,-1.7,1.9,-6.9,-1.8,70.79,11.51,36.8,296.5,1000.1,39.2,23.9,4.0
15.1.2019,3.5,-2.2,-0.1,-7.7,-4,67.65,0.02,26.4,279,1013.7,35.6,26.8,1.5
16.1.2019,6.1,3.1,4,-1.7,-1.3,67.36,0.2,22.9,242.3,1013.7,43.5,32.3,7.6
17.1.2019,7.5,0,7.5,-4.3,-0.9,75.09,28.68,14.2,175.2,1009.6,23.5,17.8,13.17
18.1.2019,5.6,-1.9,2.4,-5.9,-3.4,64.95,19.13,15.3,350.2,1015.9,8.1,19.7,13.12
19.1.2019,-0.7,-5,-0.7,-6.2,-5.6,77.31,0,10.9,73.2,1021.4,0,15.1,8.6
20.1.2019,0.1,-2,0.1,-7.3,-3.7,82.67,0,17.9,132.2,1017.9,0.2,10.3,13.3
21.1.2019,1.1,-6.4,1.1,-7.3,-7.2,73.55,0,17.9,117.8,1021.8,4.4,12,11.4
22.1.2019,-3.7,-8.8,-3.7,-12.9,-7.1,91.6,0,10.6,76.9,1015.7,23.2,5.5,12
23.1.2019,-3.2,-6.7,-3.5,-7.5,-6.6,87.42,0.12,7.7,33,1004.2,62,7,2.0
24.1.2019,-2.2,-4.9,-2.4,-12.5,-6.4,80.7,0.01,29.4,331.7,1006.4,25.8,8.1,9.10
25.1.2019,-0.5,-5,-4.4,-10.6,-7.6,71.19,0.02,15.8,351.7,1013,28.1,12.1,9.4
26.1.2019,-0.2,-5,-1.8,-10,-5.2,81.36,5.95,18.9,317.6,1010.3,0.2,8.4,5
27.1.2019,1.3,-3.3,0.6,-6.4,-2.3,91.33,2.01,8.1,87.3,1001.7,0.1,7.4,8.7
28.1.2019,2.1,-1.5,1.6,-5.1,-1.3,90.66,8.65,18.6,247,997.7,30,9,6.6
29.1.2019,4.1,-2.2,3,-4.1,-3.9,68.76,0,18,274.4,1006.3,24.7,27.9,9.1
30.1.2019,-0.9,-5.3,-1,-9.6,-4.5,85.48,124.28,11.3,25.6,1004.1,43.9,9.1,11.2
31.1.2019,-0.9,-2.6,-1,-6.8,-2.4,94.68,114.72,11.1,27.4,1004.5,0.2,0.3,10.10
1.2.2019,2.2,-1,-0.5,-4.8,-0.5,92.73,114.92,15.1,15.7,1002.5,36,2,10.9
2.2.2019,9.1,2.7,7.9,-1.1,4.4,89.56,0.01,18.5,6.1,999.8,0.2,10.2,11.3
3.2.2019,7.1,0.1,7.1,-5.6,3.1,91.47,3.55,26,139.3,1006.2,0.2,7.2,7
4.2.2019,3,-1.4,1.1,-5,-2.3,79.58,3.97,27.9,310.5,1027.8,46.4,27.2,7.3
5.2.2019,4,-2.7,2.2,-5.2,-3.9,74.98,19.18,14.3,296.4,1029.9,6,20.9,9.8
6.2.2019,3.5,-4.1,0.9,-7.7,-4,76.86,0,18.2,285,1029.5,8,14.2,6.2
7.2.2019,4.5,-4.3,1.9,-8.9,-2.9,86.14,0,12.1,26.9,1022.9,8.8,7.5,8.4
8.2.2019,7.4,-0.9,7.4,-4.1,-0.6,83.52,0.1,10.9,178.3,1022.3,28.8,9.3,6
9.2.2019,4.5,-0.9,4.1,-4.2,0,91.89,0,11.4,8.7,1019.1,0.1,0.9,10.7
10.2.2019,5.5,-1.5,5.1,-4.5,0.8,94.91,0.02,18.4,4.7,1012.2,0.1,3.5,9.5
11.2.2019,6,3.1,3,-1.2,-0.1,70.94,2.99,22.4,290.8,1008.7,57.6,41.6,8.0
12.2.2019,3.6,0.5,-0.6,-4.3,-3.2,68.74,0.32,26.4,329.9,1025,38.5,20.8,8
13.2.2019,6.1,-0.2,3.1,-2.9,-1.1,76.73,0.3,22.1,330.5,1034.9,31.6,19.6,8.1
14.2.2019,9.1,3.5,7.8,-0.1,1.8,76.6,0,15,338.5,1035.4,39.2,25.6,7.6
15.2.2019,8.9,1.6,8.9,-0.5,1.5,78.45,0,18,328.2,1034.5,10.8,13.2,7.1
16.2.2019,11.1,1.6,11.1,-0.5,1.5,75.13,0,7.4,252.2,1031.3,0,18.7,7.3
17.2.2019,11,2.1,11,-0.9,1.9,75.51,0,10.7,39.5,1028,0,19,5.0
18.2.2019,11.1,2.6,11.1,0.2,1.6,71.32,0,11.3,11.9,1024,30.3,14.7,1.1
19.2.2019,13,2.5,13,0.2,0,62.08,0,14.7,217.1,1019.9,2.4,16.3,2.5
20.2.2019,11,3.6,11,0.1,-0.4,62.28,0,15.1,316.1,1023.6,34.4,21.7,1.6
21.2.2019,12.5,4.4,12.5,1.8,1.1,64.24,0,11.8,323.7,1026.3,30.4,17.5,6.1
22.2.2019,7.9,-2.5,6.1,-8.2,-1.1,71.7,10.03,32.8,344.1,1028.4,23.3,19,7.0
23.2.2019,1.4,-6,-0.9,-11.8,-11.7,50.43,0,18.7,357.7,1042.4,0,19.2,6.8
24.2.2019,3.1,-4.7,-1.2,-7.4,-9.9,51.7,0,21.9,319.2,1040.2,0.1,19.2,5.5
25.2.2019,11.5,3,11.5,-0.6,-5.8,39.55,0,21.8,336.8,1035,45.9,23.3,6.19
26.2.2019,14.5,5.1,14.5,2.6,-1.6,47.97,0,29.6,326.6,1028.1,35.5,28.5,6.14
27.2.2019,12,2.6,12,0,-1.4,54.73,0,17.9,326.6,1026.5,6.8,24.3,12
28.2.2019,18.1,7.5,18.1,5.5,-1.6,38.52,0,25.8,284.7,1012.7,17.8,30,1.1
1.3.2019,12.1,7.1,12.1,4.8,3.6,67.85,1.56,27.8,324.8,1010.8,7.8,15.9,12
